id,marca,modelo,plataforma_compra,calificacion,sentimiento,aspecto_principal,comentario
2771,Motorola,Edge 50,Mercado Libre,3,Neutral,servicio al cliente,El celular cumple con lo esperado
2772,Motorola,Edge 50,Mercado Libre,3,Neutral,cámara,La cámara es aceptable para su precio
2773,Xiaomi,Redmi Note 14,Amazon,4,Positivo,entrega,Muy buena cámara y excelente rendimiento
2774,Xiaomi,Poco X6,Tienda Oficial Xiaomi,5,Positivo,precio,Muy buena cámara y excelente rendimiento
2775,Samsung,Galaxy A35,Tienda Oficial Samsung,3,Neutral,servicio al cliente,El producto llegó correctamente aunque tardó algunos días
2776,Samsung,Galaxy S24,Mercado Libre,1,Negativo,batería,La entrega se demoró demasiado y llegó fuera de la fecha prometida
2777,Apple,iPhone 14,Mercado Libre,5,Positivo,entrega,"Gran relación calidad precio, recomendado"
2778,Xiaomi,Redmi Note 14,Tienda Oficial Xiaomi,3,Neutral,precio,Es un equipo normal para el uso diario
2779,Huawei,Mate 50,Mercado Libre,3,Neutral,batería,Es un equipo normal para el uso diario
2780,Motorola,Moto G84,Tienda Oficial Motorola,4,Positivo,cámara,"Gran relación calidad precio, recomendado"
2781,Huawei,Nova 12,Tienda Oficial Huawei,3,Neutral,pantalla,El producto llegó correctamente aunque tardó algunos días
2782,Apple,iPhone 14,Tienda Oficial Apple,3,Neutral,precio,El celular cumple con lo esperado
2783,Xiaomi,Poco X6,Amazon,1,Negativo,precio,La entrega se demoró demasiado y llegó fuera de la fecha prometida
2784,Samsung,Galaxy S24,Tienda Oficial Samsung,3,Neutral,almacenamiento,Tiene ventajas y desventajas según el uso
2785,Apple,iPhone 15,Mercado Libre,3,Neutral,servicio al cliente,Tiene ventajas y desventajas según el uso
2786,Apple,iPhone 14,Tienda Oficial Apple,5,Positivo,rendimiento,El servicio fue excelente y recibí el producto rápidamente
2787,Huawei,Nova 12,Tienda Oficial Huawei,4,Positivo,batería,Superó mis expectativas en rendimiento y batería
2788,Huawei,P60,Mercado Libre,5,Positivo,almacenamiento,"Gran relación calidad precio, recomendado"
2789,Samsung,Galaxy A35,Tienda Oficial Samsung,4,Positivo,entrega,Muy satisfecho con la compra y el tiempo de entrega
2790,Huawei,Nova 12,Tienda Oficial Huawei,1,Negativo,cámara,El rendimiento es lento para algunas aplicaciones
2791,Motorola,Moto G84,Tienda Oficial Motorola,1,Negativo,batería,El equipo se calienta demasiado durante el uso
2792,Apple,iPhone 14,Tienda Oficial Apple,5,Positivo,pantalla,El servicio fue excelente y recibí el producto rápidamente
2793,Apple,iPhone 15,Tienda Oficial Apple,4,Positivo,pantalla,El servicio fue excelente y recibí el producto rápidamente
2794,Motorola,Moto G54,Tienda Oficial Motorola,1,Negativo,entrega,La batería dura muy poco
2795,Samsung,Galaxy A35,Mercado Libre,3,Neutral,precio,Es un equipo normal para el uso diario
2796,Xiaomi,Redmi Note 14,Mercado Libre,4,Positivo,almacenamiento,Superó mis expectativas en rendimiento y batería
2797,Samsung,Galaxy A55,Tienda Oficial Samsung,1,Negativo,batería,La atención al cliente fue deficiente y la entrega tardó mucho
2798,Xiaomi,Redmi Note 13,Tienda Oficial Xiaomi,5,Positivo,rendimiento,Llegó antes de la fecha prometida y en perfectas condiciones
2799,Huawei,Nova 12,Tienda Oficial Huawei,5,Positivo,almacenamiento,Muy buena cámara y excelente rendimiento
2800,Huawei,Mate 50,Tienda Oficial Huawei,4,Positivo,rendimiento,El servicio fue excelente y recibí el producto rápidamente
2801,Huawei,Nova 12,Mercado Libre,4,Positivo,batería,Llegó antes de la fecha prometida y en perfectas condiciones
2802,Huawei,Mate 50,Mercado Libre,3,Neutral,servicio al cliente,La cámara es aceptable para su precio
2803,Motorola,Moto G54,Tienda Oficial Motorola,2,Negativo,precio,La cámara no cumple con lo prometido
2804,Apple,iPhone 15,Amazon,4,Positivo,entrega,Muy buena cámara y excelente rendimiento
2805,Apple,iPhone 14,Amazon,4,Positivo,rendimiento,Muy satisfecho con la compra y el tiempo de entrega
2806,Xiaomi,Poco X6,Mercado Libre,3,Neutral,rendimiento,Es un equipo normal para el uso diario
2807,Xiaomi,Redmi Note 13,Mercado Libre,4,Positivo,almacenamiento,"Gran relación calidad precio, recomendado"
2808,Samsung,Galaxy A35,Tienda Oficial Samsung,3,Neutral,precio,Tiene ventajas y desventajas según el uso
2809,Huawei,Mate 50,Amazon,5,Positivo,pantalla,Llegó antes de la fecha prometida y en perfectas condiciones
2810,Motorola,Moto G54,Amazon,3,Neutral,cámara,Es un equipo normal para el uso diario
2811,Xiaomi,Redmi Note 13,Amazon,2,Negativo,precio,La atención al cliente fue deficiente y la entrega tardó mucho
2812,Xiaomi,Redmi Note 13,Tienda Oficial Xiaomi,4,Positivo,batería,Muy satisfecho con la compra y el tiempo de entrega
2813,Huawei,Mate 50,Tienda Oficial Huawei,2,Negativo,pantalla,Mala relación calidad precio
2814,Xiaomi,Poco X6,Amazon,1,Negativo,almacenamiento,La cámara no cumple con lo prometido
2815,Xiaomi,Redmi Note 14,Mercado Libre,4,Positivo,servicio al cliente,El servicio fue excelente y recibí el producto rápidamente
2816,Motorola,Edge 50,Amazon,5,Positivo,cámara,La pantalla tiene muy buena calidad y la entrega fue puntual
2817,Xiaomi,Redmi Note 13,Tienda Oficial Xiaomi,4,Positivo,rendimiento,El servicio fue excelente y recibí el producto rápidamente
2818,Samsung,Galaxy A55,Amazon,5,Positivo,almacenamiento,El servicio fue excelente y recibí el producto rápidamente
2819,Samsung,Galaxy A35,Tienda Oficial Samsung,4,Positivo,batería,El servicio fue excelente y recibí el producto rápidamente
2820,Apple,iPhone 16e,Amazon,3,Neutral,pantalla,El celular cumple con lo esperado
2821,Samsung,Galaxy A35,Tienda Oficial Samsung,2,Negativo,entrega,La cámara no cumple con lo prometido
2822,Samsung,Galaxy A35,Tienda Oficial Samsung,4,Positivo,batería,Superó mis expectativas en rendimiento y batería
2823,Apple,iPhone 14,Amazon,4,Positivo,servicio al cliente,Llegó antes de la fecha prometida y en perfectas condiciones
2824,Motorola,Edge 50,Amazon,2,Negativo,rendimiento,La entrega se demoró demasiado y llegó fuera de la fecha prometida
2825,Xiaomi,Redmi Note 13,Amazon,4,Positivo,cámara,El servicio fue excelente y recibí el producto rápidamente
2826,Huawei,Nova 12,Mercado Libre,3,Neutral,entrega,La batería tiene un rendimiento promedio
2827,Xiaomi,Redmi Note 13,Tienda Oficial Xiaomi,3,Neutral,almacenamiento,La cámara es aceptable para su precio
2828,Motorola,Edge 50,Amazon,3,Neutral,cámara,El producto llegó correctamente aunque tardó algunos días
2829,Xiaomi,Poco X6,Amazon,5,Positivo,batería,La pantalla tiene muy buena calidad y la entrega fue puntual
2830,Motorola,Moto G84,Amazon,3,Neutral,almacenamiento,La cámara es aceptable para su precio
2831,Xiaomi,Redmi Note 13,Tienda Oficial Xiaomi,4,Positivo,entrega,Llegó antes de la fecha prometida y en perfectas condiciones
2832,Motorola,Moto G84,Tienda Oficial Motorola,1,Negativo,cámara,La batería dura muy poco
2833,Huawei,P60,Tienda Oficial Huawei,3,Neutral,servicio al cliente,Tiene ventajas y desventajas según el uso
2834,Apple,iPhone 16e,Tienda Oficial Apple,2,Negativo,entrega,Mala relación calidad precio
2835,Samsung,Galaxy A55,Mercado Libre,5,Positivo,servicio al cliente,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
2836,Xiaomi,Redmi Note 14,Mercado Libre,1,Negativo,precio,El rendimiento es lento para algunas aplicaciones
2837,Samsung,Galaxy A55,Tienda Oficial Samsung,2,Negativo,cámara,La entrega se demoró demasiado y llegó fuera de la fecha prometida
2838,Xiaomi,Redmi Note 14,Mercado Libre,3,Neutral,almacenamiento,Es un equipo normal para el uso diario
2839,Huawei,Mate 50,Mercado Libre,5,Positivo,entrega,Llegó antes de la fecha prometida y en perfectas condiciones
2840,Xiaomi,Redmi Note 14,Tienda Oficial Xiaomi,5,Positivo,batería,La pantalla tiene muy buena calidad y la entrega fue puntual
2841,Apple,iPhone 14,Tienda Oficial Apple,1,Negativo,servicio al cliente,La entrega se demoró demasiado y llegó fuera de la fecha prometida
2842,Huawei,Nova 12,Amazon,4,Positivo,almacenamiento,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
2843,Apple,iPhone 16e,Amazon,4,Positivo,pantalla,Superó mis expectativas en rendimiento y batería
2844,Xiaomi,Redmi Note 14,Mercado Libre,4,Positivo,batería,Muy buena cámara y excelente rendimiento
2845,Xiaomi,Poco X6,Mercado Libre,4,Positivo,entrega,Llegó antes de la fecha prometida y en perfectas condiciones
2846,Samsung,Galaxy A55,Tienda Oficial Samsung,4,Positivo,servicio al cliente,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
2847,Motorola,Moto G54,Tienda Oficial Motorola,4,Positivo,rendimiento,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
2848,Samsung,Galaxy A55,Mercado Libre,5,Positivo,almacenamiento,Muy satisfecho con la compra y el tiempo de entrega
2849,Xiaomi,Poco X6,Tienda Oficial Xiaomi,4,Positivo,cámara,La pantalla tiene muy buena calidad y la entrega fue puntual
2850,Samsung,Galaxy S24,Amazon,2,Negativo,cámara,La cámara no cumple con lo prometido
2851,Xiaomi,Redmi Note 13,Amazon,3,Neutral,servicio al cliente,Es un equipo normal para el uso diario
2852,Huawei,Nova 12,Tienda Oficial Huawei,5,Positivo,precio,Muy buena cámara y excelente rendimiento
2853,Huawei,P60,Mercado Libre,4,Positivo,batería,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
2854,Huawei,Mate 50,Amazon,4,Positivo,cámara,"Gran relación calidad precio, recomendado"
2855,Apple,iPhone 15,Amazon,5,Positivo,precio,Superó mis expectativas en rendimiento y batería
2856,Huawei,Nova 12,Mercado Libre,4,Positivo,batería,La pantalla tiene muy buena calidad y la entrega fue puntual
2857,Samsung,Galaxy A55,Tienda Oficial Samsung,5,Positivo,rendimiento,El servicio fue excelente y recibí el producto rápidamente
2858,Apple,iPhone 15,Mercado Libre,3,Neutral,almacenamiento,La cámara es aceptable para su precio
2859,Huawei,Mate 50,Tienda Oficial Huawei,4,Positivo,servicio al cliente,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
2860,Samsung,Galaxy A55,Mercado Libre,3,Neutral,batería,Tiene ventajas y desventajas según el uso
2861,Huawei,Nova 12,Amazon,3,Neutral,rendimiento,El producto llegó correctamente aunque tardó algunos días
2862,Apple,iPhone 16e,Mercado Libre,3,Neutral,pantalla,La batería tiene un rendimiento promedio
2863,Xiaomi,Redmi Note 13,Amazon,4,Positivo,precio,Muy satisfecho con la compra y el tiempo de entrega
2864,Xiaomi,Redmi Note 14,Amazon,4,Positivo,pantalla,Superó mis expectativas en rendimiento y batería
2865,Apple,iPhone 15,Tienda Oficial Apple,4,Positivo,cámara,Superó mis expectativas en rendimiento y batería
2866,Samsung,Galaxy A35,Tienda Oficial Samsung,4,Positivo,cámara,Superó mis expectativas en rendimiento y batería
2867,Motorola,Edge 50,Tienda Oficial Motorola,1,Negativo,entrega,La batería dura muy poco
2868,Samsung,Galaxy S24,Amazon,5,Positivo,entrega,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
2869,Samsung,Galaxy A55,Tienda Oficial Samsung,5,Positivo,pantalla,Muy buena cámara y excelente rendimiento
2870,Samsung,Galaxy A55,Amazon,5,Positivo,pantalla,Muy buena cámara y excelente rendimiento
2871,Motorola,Moto G84,Tienda Oficial Motorola,2,Negativo,almacenamiento,La batería dura muy poco
2872,Apple,iPhone 16e,Mercado Libre,5,Positivo,almacenamiento,El servicio fue excelente y recibí el producto rápidamente
2873,Samsung,Galaxy S24,Amazon,3,Neutral,entrega,Tiene ventajas y desventajas según el uso
2874,Motorola,Moto G54,Amazon,5,Positivo,cámara,"Gran relación calidad precio, recomendado"
2875,Samsung,Galaxy S24,Amazon,3,Neutral,almacenamiento,La batería tiene un rendimiento promedio
2876,Xiaomi,Redmi Note 14,Tienda Oficial Xiaomi,1,Negativo,entrega,La atención al cliente fue deficiente y la entrega tardó mucho
2877,Apple,iPhone 16e,Tienda Oficial Apple,3,Neutral,cámara,Es un equipo normal para el uso diario
2878,Xiaomi,Redmi Note 14,Amazon,5,Positivo,batería,El servicio fue excelente y recibí el producto rápidamente
2879,Apple,iPhone 14,Mercado Libre,3,Neutral,pantalla,La cámara es aceptable para su precio
2880,Samsung,Galaxy A35,Mercado Libre,3,Neutral,servicio al cliente,El producto llegó correctamente aunque tardó algunos días
2881,Motorola,Edge 50,Tienda Oficial Motorola,4,Positivo,cámara,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
2882,Xiaomi,Redmi Note 14,Tienda Oficial Xiaomi,5,Positivo,cámara,Muy satisfecho con la compra y el tiempo de entrega
2883,Motorola,Moto G84,Tienda Oficial Motorola,4,Positivo,almacenamiento,La pantalla tiene muy buena calidad y la entrega fue puntual
2884,Samsung,Galaxy S24,Mercado Libre,4,Positivo,cámara,Muy buena cámara y excelente rendimiento
2885,Motorola,Edge 50,Mercado Libre,1,Negativo,precio,Mala relación calidad precio
2886,Motorola,Edge 50,Amazon,3,Neutral,almacenamiento,La cámara es aceptable para su precio
2887,Samsung,Galaxy A55,Tienda Oficial Samsung,1,Negativo,servicio al cliente,La entrega se demoró demasiado y llegó fuera de la fecha prometida
2888,Huawei,Nova 12,Amazon,3,Neutral,entrega,Tiene ventajas y desventajas según el uso
2889,Motorola,Moto G84,Tienda Oficial Motorola,1,Negativo,almacenamiento,La entrega se demoró demasiado y llegó fuera de la fecha prometida
2890,Huawei,Mate 50,Tienda Oficial Huawei,3,Neutral,batería,La batería tiene un rendimiento promedio
2891,Apple,iPhone 14,Amazon,4,Positivo,cámara,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
2892,Xiaomi,Redmi Note 13,Tienda Oficial Xiaomi,3,Neutral,almacenamiento,Tiene ventajas y desventajas según el uso
2893,Motorola,Moto G84,Amazon,4,Positivo,batería,El servicio fue excelente y recibí el producto rápidamente
2894,Samsung,Galaxy S24,Mercado Libre,5,Positivo,rendimiento,Llegó antes de la fecha prometida y en perfectas condiciones
2895,Samsung,Galaxy A35,Mercado Libre,4,Positivo,batería,Llegó antes de la fecha prometida y en perfectas condiciones
2896,Samsung,Galaxy A35,Tienda Oficial Samsung,1,Negativo,batería,La entrega se demoró demasiado y llegó fuera de la fecha prometida
2897,Motorola,Moto G84,Amazon,4,Positivo,servicio al cliente,"Gran relación calidad precio, recomendado"
2898,Samsung,Galaxy A35,Amazon,2,Negativo,servicio al cliente,La batería dura muy poco
2899,Samsung,Galaxy A35,Amazon,1,Negativo,precio,Presentó fallas después de pocos días
2900,Samsung,Galaxy A35,Mercado Libre,3,Neutral,precio,La cámara es aceptable para su precio
2901,Samsung,Galaxy A35,Tienda Oficial Samsung,5,Positivo,servicio al cliente,"Gran relación calidad precio, recomendado"
2902,Motorola,Edge 50,Tienda Oficial Motorola,4,Positivo,servicio al cliente,Muy satisfecho con la compra y el tiempo de entrega
2903,Huawei,Mate 50,Tienda Oficial Huawei,4,Positivo,servicio al cliente,"Gran relación calidad precio, recomendado"
2904,Apple,iPhone 15,Amazon,5,Positivo,cámara,Llegó antes de la fecha prometida y en perfectas condiciones
2905,Xiaomi,Redmi Note 13,Mercado Libre,4,Positivo,servicio al cliente,"Gran relación calidad precio, recomendado"
2906,Apple,iPhone 14,Amazon,4,Positivo,entrega,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
2907,Xiaomi,Redmi Note 14,Mercado Libre,1,Negativo,servicio al cliente,La batería dura muy poco
2908,Xiaomi,Poco X6,Tienda Oficial Xiaomi,3,Neutral,rendimiento,Tiene ventajas y desventajas según el uso
2909,Xiaomi,Redmi Note 14,Amazon,3,Neutral,cámara,La batería tiene un rendimiento promedio
2910,Huawei,Nova 12,Mercado Libre,2,Negativo,entrega,La atención al cliente fue deficiente y la entrega tardó mucho
2911,Motorola,Moto G54,Amazon,5,Positivo,servicio al cliente,Muy buena cámara y excelente rendimiento
2912,Apple,iPhone 16e,Amazon,1,Negativo,precio,La entrega se demoró demasiado y llegó fuera de la fecha prometida
2913,Motorola,Moto G84,Mercado Libre,3,Neutral,pantalla,La batería tiene un rendimiento promedio
2914,Samsung,Galaxy A55,Amazon,4,Positivo,precio,La pantalla tiene muy buena calidad y la entrega fue puntual
2915,Xiaomi,Redmi Note 14,Amazon,1,Negativo,rendimiento,Presentó fallas después de pocos días
2916,Huawei,P60,Amazon,4,Positivo,almacenamiento,El servicio fue excelente y recibí el producto rápidamente
2917,Huawei,Nova 12,Mercado Libre,3,Neutral,batería,Tiene ventajas y desventajas según el uso
2918,Samsung,Galaxy S24,Mercado Libre,5,Positivo,precio,La pantalla tiene muy buena calidad y la entrega fue puntual
2919,Apple,iPhone 16e,Amazon,1,Negativo,precio,Presentó fallas después de pocos días
2920,Huawei,Nova 12,Tienda Oficial Huawei,5,Positivo,cámara,Muy satisfecho con la compra y el tiempo de entrega
2921,Apple,iPhone 14,Amazon,4,Positivo,entrega,Superó mis expectativas en rendimiento y batería
2922,Apple,iPhone 15,Mercado Libre,1,Negativo,cámara,La entrega se demoró demasiado y llegó fuera de la fecha prometida
2923,Apple,iPhone 14,Tienda Oficial Apple,5,Positivo,rendimiento,Muy satisfecho con la compra y el tiempo de entrega
2924,Huawei,Nova 12,Tienda Oficial Huawei,4,Positivo,entrega,Muy satisfecho con la compra y el tiempo de entrega
2925,Xiaomi,Redmi Note 13,Amazon,5,Positivo,almacenamiento,Superó mis expectativas en rendimiento y batería
2926,Motorola,Moto G54,Mercado Libre,4,Positivo,precio,Muy satisfecho con la compra y el tiempo de entrega
2927,Samsung,Galaxy A55,Amazon,3,Neutral,servicio al cliente,El celular cumple con lo esperado
2928,Motorola,Moto G54,Mercado Libre,5,Positivo,rendimiento,"Excelente celular, la batería dura todo el día y la entrega fue rápida"
2929,Xiaomi,Redmi Note 13,Mercado Libre,3,Neutral,batería,Tiene ventajas y desventajas según el uso
2930,Apple,iPhone 14,Mercado Libre,5,Positivo,precio,Llegó antes de la fecha prometida y en perfectas condiciones
